filename,width,height,class,xmin,ymin,xmax,ymax
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,129,0,245,73
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,185,0,310,180
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,195,131,349,331
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,188,130,349,331
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,311,0,405,120
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,325,117,428,326
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,403,0,610,339
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,418,332,581,609
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,205,304,423,535
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,175,397,229,476
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,0,392,204,625
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,135,557,214,639
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,195,475,361,626
4_11_40_48_16-03-2020_1_jpg.rf.08f0ae3ef25fbea663caa84e7ee6591d.jpg,640,640,Stones,309,500,456,639
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,0,36,123,210
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,26,0,131,73
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,131,0,259,73
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,130,2,405,332
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,99,2,405,362
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,0,223,156,397
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,69,528,71,530
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,0,391,128,636
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,155,308,374,426
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,70,397,406,639
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,406,416,619,603
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,371,68,640,454
30_13_47_25_16-03-2020_1_jpg.rf.119d6488681d9f57f7966f8a184bf0e7.jpg,640,640,Stones,370,0,585,76
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,56,55,255,248
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,19,202,261,356
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,89,234,394,422
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,3,370,104,638
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,103,389,348,601
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,173,519,380,639
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,60,596,168,639
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,356,416,611,639
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,449,315,640,432
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,389,214,589,419
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,211,40,469,248
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,369,0,619,221
10_11_56_13_16-03-2020_1_jpg.rf.147a494eea4263f3088478b7fcf63c86.jpg,640,640,Stones,581,184,640,301
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,5,85,166,274
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,19,212,220,494
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,149,0,303,231
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,229,0,369,247
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,313,57,440,331
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,206,242,390,403
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,268,405,391,543
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,160,445,296,639
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,20,503,146,639
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,304,533,438,639
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,428,470,584,639
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,373,345,625,484
15_12_11_06_16-03-2020_1_jpg.rf.08c0844335f3e43113a9ac26c7524abb.jpg,640,640,Stones,426,78,605,350
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,0,127,226,429
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,109,274,220,452
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,34,405,174,590
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,105,528,253,639
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,175,400,319,593
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,219,310,331,460
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,213,153,290,261
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,274,133,458,291
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,273,225,438,426
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,306,407,606,639
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,449,188,640,509
19_12_23_00_16-03-2020_1_jpg.rf.10aeac6f04ee54ee80dca39c0f4fe8bd.jpg,640,640,Stones,444,14,548,203
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,50,142,159,345
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,83,335,201,524
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,198,361,319,509
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,268,383,441,601
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,470,324,575,492
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,403,188,578,380
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,250,139,414,440
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,151,142,265,354
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,136,112,200,182
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,108,0,335,133
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,289,0,476,101
17_14_05_09_05-03-2020_1_jpg.rf.394356e2ec7ccaabd5c1c97286b0dab4.jpg,640,640,Stones,399,97,494,228
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,50,13,240,215
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,14,207,266,381
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,38,383,160,514
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,49,508,240,639
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,204,419,358,639
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,138,369,213,506
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,324,522,575,639
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,299,359,475,520
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,215,340,326,429
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,265,258,359,367
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,348,228,493,383
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,455,302,591,516
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,606,574,610,579
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,560,475,640,639
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,545,166,640,407
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,476,239,545,302
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,423,17,600,234
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,190,111,419,274
29_13_44_39_16-03-2020_1_jpg.rf.003bba273ee0c11b1aa57cee139f116b.jpg,640,640,Stones,230,0,429,111
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,0,38,156,180
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,0,158,120,359
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,115,0,298,320
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,50,302,280,544
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,5,524,178,639
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,174,421,374,639
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,339,201,628,492
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,358,234,435,321
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,271,248,370,432
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,435,115,436,119
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,284,0,626,272
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,466,362,640,639
18_12_19_04_16-03-2020_1_jpg.rf.07df0709e2203736443980c1d16c7cee.jpg,640,640,Stones,349,451,474,639
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,40,66,240,245
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,118,169,276,384
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,44,312,131,452
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,50,391,245,638
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,193,396,288,533
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,186,215,338,413
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,243,19,453,269
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,85,0,259,85
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,348,0,558,196
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,463,112,628,386
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,279,264,461,574
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,425,340,640,639
17_12_17_10_16-03-2020_1_jpg.rf.285ee641385c13370b8f1ad795f62aaa.jpg,640,640,Stones,228,503,431,639
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,0,0,203,157
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,9,123,176,245
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,34,239,193,440
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,0,426,268,639
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,201,342,395,538
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,305,416,459,638
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,445,201,640,622
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,170,17,533,375
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,203,0,301,70
30_13_47_46_16-03-2020_1_jpg.rf.2a4ccf677e0ca3479a2a6dd9f98ee1b3.jpg,640,640,Stones,433,0,640,130
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,5,0,411,255
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,304,0,409,40
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,410,0,616,122
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,395,114,588,400
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,410,362,640,638
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,0,244,420,638
20_12_24_33_16-03-2020_1_jpg.rf.3a1167d027f93c3f7f34fdde1ea64809.jpg,640,640,Stones,0,108,60,255
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,48,0,259,234
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,0,234,194,402
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,165,253,295,407
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,214,142,374,323
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,185,0,426,131
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,381,2,596,185
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,354,180,570,397
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,164,377,470,639
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,403,384,544,517
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,466,478,566,639
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,53,549,201,639
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,101,397,214,554
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,186,546,260,639
21_13_19_19_16-03-2020_1_jpg.rf.310b035f57b2e02aea135f5100977182.jpg,640,640,Stones,243,577,366,639
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,0,0,99,195
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,0,153,125,402
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,0,396,158,527
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,128,353,181,440
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,34,500,370,639
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,206,259,369,500
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,100,0,351,343
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,300,0,509,138
2_12_16_15_05-03-2020_1_jpg.rf.2c2253005aa1ba3be9deae85342f1d3a.jpg,640,640,Stones,330,117,505,408
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,6,127,146,343
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,100,2,234,168
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,130,142,241,288
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,83,256,190,438
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,5,400,121,587
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,148,465,284,639
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,118,354,308,532
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,76,551,155,639
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,283,435,365,555
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,289,554,480,639
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,480,475,481,478
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,366,226,619,579
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,495,549,604,639
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,569,459,640,577
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,205,40,439,308
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,191,250,375,440
19_12_22_16_16-03-2020_1_jpg.rf.0f28daca6fd91a145b8c8b5bdad4ef8b.jpg,640,640,Stones,428,2,640,248
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,0,28,238,546
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,78,0,276,234
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,225,180,489,394
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,265,2,511,242
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,410,0,600,122
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,463,161,584,370
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,421,358,570,544
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,346,400,464,571
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,176,402,408,638
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,65,544,200,639
3_11_37_56_16-03-2020_1_jpg.rf.22f774bc23797071b720641efa5e4657.jpg,640,640,Stones,374,571,495,639
29_13_45_27_16-03-2020_1_jpg.rf.0135161f09e1e6c4ec86ac82fa5ba8a3.jpg,640,640,Stones,140,0,318,193
29_13_45_27_16-03-2020_1_jpg.rf.0135161f09e1e6c4ec86ac82fa5ba8a3.jpg,640,640,Stones,78,160,299,353
29_13_45_27_16-03-2020_1_jpg.rf.0135161f09e1e6c4ec86ac82fa5ba8a3.jpg,640,640,Stones,229,125,374,240
29_13_45_27_16-03-2020_1_jpg.rf.0135161f09e1e6c4ec86ac82fa5ba8a3.jpg,640,640,Stones,329,0,493,209
29_13_45_27_16-03-2020_1_jpg.rf.0135161f09e1e6c4ec86ac82fa5ba8a3.jpg,640,640,Stones,444,63,631,324
